"lid","reporter","indicator","unit"
25036,"Russia","(a) Imports","USD m"
26231,"Ukraine","(a) Imports","USD m"
15705,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22590,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16364,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20579,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17283,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19194,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74389,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18515,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23269,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
24197,"Romania","(a) Imports","NCU m (incl. 'euro fixed' series)"
55391,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26970,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64746,"Albania","(a) Imports","EUR m"
92897,"Belarus","(a) Imports","EUR m"
68380,"Bosnia and Herzegovina","(a) Imports","EUR m"
16586,"Bulgaria","(a) Imports","EUR m"
68555,"Croatia","(a) Imports","EUR m"
17508,"Czechia","(a) Imports","EUR m"
18017,"Estonia","(a) Imports","EUR m"
19422,"Hungary","(a) Imports","EUR m"
70069,"Kazakhstan","(a) Imports","EUR m"
74530,"Kosovo","(a) Imports","EUR m"
27687,"Latvia","(a) Imports","EUR m"
25585,"Lithuania","(a) Imports","EUR m"
121496,"Moldova","(a) Imports","EUR m"
70227,"Montenegro","(a) Imports","EUR m"
143479,"North Macedonia","(a) Imports","EUR m"
23483,"Poland","(a) Imports","EUR m"
24419,"Romania","(a) Imports","EUR m"
64667,"Russia","(a) Imports","EUR m"
65789,"Serbia","(a) Imports","EUR m"
27206,"Slovakia","(a) Imports","EUR m"
21495,"Slovenia","(a) Imports","EUR m"
84061,"Turkey","(a) Imports","EUR m"
67057,"Ukraine","(a) Imports","EUR m"
92859,"Belarus","(a) Imports","USD m"
70011,"Kazakhstan","(a) Imports","USD m"
121474,"Moldova","(a) Imports","USD m"
25037,"Russia","(a) Imports","USD m"
26232,"Ukraine","(a) Imports","USD m"
15706,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22591,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16365,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20580,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17284,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19195,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74390,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18516,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23270,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
24198,"Romania","(a) Imports","NCU m (incl. 'euro fixed' series)"
55392,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26971,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64747,"Albania","(a) Imports","EUR m"
92898,"Belarus","(a) Imports","EUR m"
68381,"Bosnia and Herzegovina","(a) Imports","EUR m"
16587,"Bulgaria","(a) Imports","EUR m"
68556,"Croatia","(a) Imports","EUR m"
17509,"Czechia","(a) Imports","EUR m"
18018,"Estonia","(a) Imports","EUR m"
19423,"Hungary","(a) Imports","EUR m"
70070,"Kazakhstan","(a) Imports","EUR m"
74531,"Kosovo","(a) Imports","EUR m"
27688,"Latvia","(a) Imports","EUR m"
25586,"Lithuania","(a) Imports","EUR m"
121497,"Moldova","(a) Imports","EUR m"
70228,"Montenegro","(a) Imports","EUR m"
143480,"North Macedonia","(a) Imports","EUR m"
23484,"Poland","(a) Imports","EUR m"
24420,"Romania","(a) Imports","EUR m"
64668,"Russia","(a) Imports","EUR m"
65790,"Serbia","(a) Imports","EUR m"
27207,"Slovakia","(a) Imports","EUR m"
21496,"Slovenia","(a) Imports","EUR m"
84062,"Turkey","(a) Imports","EUR m"
67058,"Ukraine","(a) Imports","EUR m"
92860,"Belarus","(a) Imports","USD m"
70012,"Kazakhstan","(a) Imports","USD m"
121475,"Moldova","(a) Imports","USD m"
25038,"Russia","(a) Imports","USD m"
26233,"Ukraine","(a) Imports","USD m"
15707,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22592,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16366,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20581,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17285,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19196,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74391,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18517,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23271,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
24199,"Romania","(a) Imports","NCU m (incl. 'euro fixed' series)"
55393,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26972,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64748,"Albania","(a) Imports","EUR m"
92899,"Belarus","(a) Imports","EUR m"
68382,"Bosnia and Herzegovina","(a) Imports","EUR m"
16588,"Bulgaria","(a) Imports","EUR m"
68557,"Croatia","(a) Imports","EUR m"
17510,"Czechia","(a) Imports","EUR m"
18019,"Estonia","(a) Imports","EUR m"
19424,"Hungary","(a) Imports","EUR m"
70071,"Kazakhstan","(a) Imports","EUR m"
74532,"Kosovo","(a) Imports","EUR m"
27689,"Latvia","(a) Imports","EUR m"
25587,"Lithuania","(a) Imports","EUR m"
121498,"Moldova","(a) Imports","EUR m"
70229,"Montenegro","(a) Imports","EUR m"
143481,"North Macedonia","(a) Imports","EUR m"
23485,"Poland","(a) Imports","EUR m"
24421,"Romania","(a) Imports","EUR m"
64669,"Russia","(a) Imports","EUR m"
65791,"Serbia","(a) Imports","EUR m"
27208,"Slovakia","(a) Imports","EUR m"
21497,"Slovenia","(a) Imports","EUR m"
84063,"Turkey","(a) Imports","EUR m"
67059,"Ukraine","(a) Imports","EUR m"
92861,"Belarus","(a) Imports","USD m"
70013,"Kazakhstan","(a) Imports","USD m"
121476,"Moldova","(a) Imports","USD m"
25039,"Russia","(a) Imports","USD m"
26234,"Ukraine","(a) Imports","USD m"
15708,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22593,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16367,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20582,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17286,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19197,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74371,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18518,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23272,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
24200,"Romania","(a) Imports","NCU m (incl. 'euro fixed' series)"
55394,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26973,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64749,"Albania","(a) Imports","EUR m"
92900,"Belarus","(a) Imports","EUR m"
68383,"Bosnia and Herzegovina","(a) Imports","EUR m"
16589,"Bulgaria","(a) Imports","EUR m"
68558,"Croatia","(a) Imports","EUR m"
17511,"Czechia","(a) Imports","EUR m"
18020,"Estonia","(a) Imports","EUR m"
19425,"Hungary","(a) Imports","EUR m"
70072,"Kazakhstan","(a) Imports","EUR m"
74512,"Kosovo","(a) Imports","EUR m"
27690,"Latvia","(a) Imports","EUR m"
25588,"Lithuania","(a) Imports","EUR m"
121499,"Moldova","(a) Imports","EUR m"
70230,"Montenegro","(a) Imports","EUR m"
143482,"North Macedonia","(a) Imports","EUR m"
23486,"Poland","(a) Imports","EUR m"
24422,"Romania","(a) Imports","EUR m"
64670,"Russia","(a) Imports","EUR m"
65792,"Serbia","(a) Imports","EUR m"
27209,"Slovakia","(a) Imports","EUR m"
21498,"Slovenia","(a) Imports","EUR m"
84064,"Turkey","(a) Imports","EUR m"
67060,"Ukraine","(a) Imports","EUR m"
92862,"Belarus","(a) Imports","USD m"
70014,"Kazakhstan","(a) Imports","USD m"
121477,"Moldova","(a) Imports","USD m"
25040,"Russia","(a) Imports","USD m"
26235,"Ukraine","(a) Imports","USD m"
15709,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22594,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16368,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20583,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17287,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19198,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74372,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18519,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23273,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
24201,"Romania","(a) Imports","NCU m (incl. 'euro fixed' series)"
55395,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26974,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64750,"Albania","(a) Imports","EUR m"
92901,"Belarus","(a) Imports","EUR m"
68384,"Bosnia and Herzegovina","(a) Imports","EUR m"
16590,"Bulgaria","(a) Imports","EUR m"
68559,"Croatia","(a) Imports","EUR m"
17512,"Czechia","(a) Imports","EUR m"
18021,"Estonia","(a) Imports","EUR m"
19426,"Hungary","(a) Imports","EUR m"
70073,"Kazakhstan","(a) Imports","EUR m"
74513,"Kosovo","(a) Imports","EUR m"
27691,"Latvia","(a) Imports","EUR m"
25589,"Lithuania","(a) Imports","EUR m"
121500,"Moldova","(a) Imports","EUR m"
70231,"Montenegro","(a) Imports","EUR m"
143483,"North Macedonia","(a) Imports","EUR m"
23487,"Poland","(a) Imports","EUR m"
24423,"Romania","(a) Imports","EUR m"
64671,"Russia","(a) Imports","EUR m"
65793,"Serbia","(a) Imports","EUR m"
27210,"Slovakia","(a) Imports","EUR m"
21499,"Slovenia","(a) Imports","EUR m"
84065,"Turkey","(a) Imports","EUR m"
67061,"Ukraine","(a) Imports","EUR m"
92863,"Belarus","(a) Imports","USD m"
70015,"Kazakhstan","(a) Imports","USD m"
121478,"Moldova","(a) Imports","USD m"
25041,"Russia","(a) Imports","USD m"
26236,"Ukraine","(a) Imports","USD m"
15710,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22595,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16369,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20584,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17288,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19199,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74373,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18520,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23274,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
24202,"Romania","(a) Imports","NCU m (incl. 'euro fixed' series)"
55396,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26975,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64751,"Albania","(a) Imports","EUR m"
92902,"Belarus","(a) Imports","EUR m"
68385,"Bosnia and Herzegovina","(a) Imports","EUR m"
16591,"Bulgaria","(a) Imports","EUR m"
68560,"Croatia","(a) Imports","EUR m"
17513,"Czechia","(a) Imports","EUR m"
18022,"Estonia","(a) Imports","EUR m"
19427,"Hungary","(a) Imports","EUR m"
70074,"Kazakhstan","(a) Imports","EUR m"
74514,"Kosovo","(a) Imports","EUR m"
27692,"Latvia","(a) Imports","EUR m"
25590,"Lithuania","(a) Imports","EUR m"
121501,"Moldova","(a) Imports","EUR m"
70232,"Montenegro","(a) Imports","EUR m"
143484,"North Macedonia","(a) Imports","EUR m"
23488,"Poland","(a) Imports","EUR m"
24424,"Romania","(a) Imports","EUR m"
64672,"Russia","(a) Imports","EUR m"
65794,"Serbia","(a) Imports","EUR m"
27211,"Slovakia","(a) Imports","EUR m"
21500,"Slovenia","(a) Imports","EUR m"
84066,"Turkey","(a) Imports","EUR m"
67062,"Ukraine","(a) Imports","EUR m"
92864,"Belarus","(a) Imports","USD m"
70016,"Kazakhstan","(a) Imports","USD m"
121479,"Moldova","(a) Imports","USD m"
25042,"Russia","(a) Imports","USD m"
26237,"Ukraine","(a) Imports","USD m"
15711,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22596,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16370,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20585,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17289,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19200,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74374,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18521,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23275,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
24203,"Romania","(a) Imports","NCU m (incl. 'euro fixed' series)"
55397,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26976,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64752,"Albania","(a) Imports","EUR m"
92903,"Belarus","(a) Imports","EUR m"
68386,"Bosnia and Herzegovina","(a) Imports","EUR m"
16592,"Bulgaria","(a) Imports","EUR m"
68561,"Croatia","(a) Imports","EUR m"
17514,"Czechia","(a) Imports","EUR m"
18023,"Estonia","(a) Imports","EUR m"
19428,"Hungary","(a) Imports","EUR m"
70075,"Kazakhstan","(a) Imports","EUR m"
74515,"Kosovo","(a) Imports","EUR m"
27693,"Latvia","(a) Imports","EUR m"
25591,"Lithuania","(a) Imports","EUR m"
121502,"Moldova","(a) Imports","EUR m"
70233,"Montenegro","(a) Imports","EUR m"
143485,"North Macedonia","(a) Imports","EUR m"
23489,"Poland","(a) Imports","EUR m"
24425,"Romania","(a) Imports","EUR m"
64673,"Russia","(a) Imports","EUR m"
65795,"Serbia","(a) Imports","EUR m"
27212,"Slovakia","(a) Imports","EUR m"
21501,"Slovenia","(a) Imports","EUR m"
84067,"Turkey","(a) Imports","EUR m"
67063,"Ukraine","(a) Imports","EUR m"
92865,"Belarus","(a) Imports","USD m"
70017,"Kazakhstan","(a) Imports","USD m"
121480,"Moldova","(a) Imports","USD m"
25043,"Russia","(a) Imports","USD m"
26238,"Ukraine","(a) Imports","USD m"
15712,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22597,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
20586,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17290,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19201,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74375,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18522,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23276,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
55398,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26977,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64753,"Albania","(a) Imports","EUR m"
68387,"Bosnia and Herzegovina","(a) Imports","EUR m"
16593,"Bulgaria","(a) Imports","EUR m"
68562,"Croatia","(a) Imports","EUR m"
17515,"Czechia","(a) Imports","EUR m"
18024,"Estonia","(a) Imports","EUR m"
19429,"Hungary","(a) Imports","EUR m"
70076,"Kazakhstan","(a) Imports","EUR m"
74516,"Kosovo","(a) Imports","EUR m"
27694,"Latvia","(a) Imports","EUR m"
25592,"Lithuania","(a) Imports","EUR m"
121503,"Moldova","(a) Imports","EUR m"
70234,"Montenegro","(a) Imports","EUR m"
143486,"North Macedonia","(a) Imports","EUR m"
23490,"Poland","(a) Imports","EUR m"
24426,"Romania","(a) Imports","EUR m"
65796,"Serbia","(a) Imports","EUR m"
27213,"Slovakia","(a) Imports","EUR m"
21502,"Slovenia","(a) Imports","EUR m"
84068,"Turkey","(a) Imports","EUR m"
67064,"Ukraine","(a) Imports","EUR m"
70025,"Kazakhstan","(a) Imports","USD m"
121481,"Moldova","(a) Imports","USD m"
26239,"Ukraine","(a) Imports","USD m"
15713,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22598,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16371,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20587,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17291,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19202,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74376,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18523,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23277,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
24204,"Romania","(a) Imports","NCU m (incl. 'euro fixed' series)"
55399,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26978,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64754,"Albania","(a) Imports","EUR m"
92904,"Belarus","(a) Imports","EUR m"
68388,"Bosnia and Herzegovina","(a) Imports","EUR m"
16594,"Bulgaria","(a) Imports","EUR m"
68563,"Croatia","(a) Imports","EUR m"
17516,"Czechia","(a) Imports","EUR m"
18025,"Estonia","(a) Imports","EUR m"
19430,"Hungary","(a) Imports","EUR m"
70077,"Kazakhstan","(a) Imports","EUR m"
74517,"Kosovo","(a) Imports","EUR m"
27695,"Latvia","(a) Imports","EUR m"
25593,"Lithuania","(a) Imports","EUR m"
121504,"Moldova","(a) Imports","EUR m"
70235,"Montenegro","(a) Imports","EUR m"
143487,"North Macedonia","(a) Imports","EUR m"
23491,"Poland","(a) Imports","EUR m"
24427,"Romania","(a) Imports","EUR m"
64674,"Russia","(a) Imports","EUR m"
65797,"Serbia","(a) Imports","EUR m"
27214,"Slovakia","(a) Imports","EUR m"
21503,"Slovenia","(a) Imports","EUR m"
84069,"Turkey","(a) Imports","EUR m"
67065,"Ukraine","(a) Imports","EUR m"
92866,"Belarus","(a) Imports","USD m"
70018,"Kazakhstan","(a) Imports","USD m"
121482,"Moldova","(a) Imports","USD m"
25044,"Russia","(a) Imports","USD m"
26240,"Ukraine","(a) Imports","USD m"
15714,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22599,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16372,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20588,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17292,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19203,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74377,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18524,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23278,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
24205,"Romania","(a) Imports","NCU m (incl. 'euro fixed' series)"
55400,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26979,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64755,"Albania","(a) Imports","EUR m"
92905,"Belarus","(a) Imports","EUR m"
68389,"Bosnia and Herzegovina","(a) Imports","EUR m"
16595,"Bulgaria","(a) Imports","EUR m"
68564,"Croatia","(a) Imports","EUR m"
17517,"Czechia","(a) Imports","EUR m"
18026,"Estonia","(a) Imports","EUR m"
19431,"Hungary","(a) Imports","EUR m"
70078,"Kazakhstan","(a) Imports","EUR m"
74518,"Kosovo","(a) Imports","EUR m"
27696,"Latvia","(a) Imports","EUR m"
25594,"Lithuania","(a) Imports","EUR m"
121505,"Moldova","(a) Imports","EUR m"
70236,"Montenegro","(a) Imports","EUR m"
143488,"North Macedonia","(a) Imports","EUR m"
23492,"Poland","(a) Imports","EUR m"
24428,"Romania","(a) Imports","EUR m"
64675,"Russia","(a) Imports","EUR m"
65798,"Serbia","(a) Imports","EUR m"
27215,"Slovakia","(a) Imports","EUR m"
21504,"Slovenia","(a) Imports","EUR m"
84070,"Turkey","(a) Imports","EUR m"
67066,"Ukraine","(a) Imports","EUR m"
92867,"Belarus","(a) Imports","USD m"
70019,"Kazakhstan","(a) Imports","USD m"
121483,"Moldova","(a) Imports","USD m"
25045,"Russia","(a) Imports","USD m"
26241,"Ukraine","(a) Imports","USD m"
15715,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22600,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16373,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20589,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17293,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19204,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74378,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18525,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23279,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
24206,"Romania","(a) Imports","NCU m (incl. 'euro fixed' series)"
55401,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26980,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64756,"Albania","(a) Imports","EUR m"
92906,"Belarus","(a) Imports","EUR m"
68390,"Bosnia and Herzegovina","(a) Imports","EUR m"
16596,"Bulgaria","(a) Imports","EUR m"
68565,"Croatia","(a) Imports","EUR m"
17518,"Czechia","(a) Imports","EUR m"
18027,"Estonia","(a) Imports","EUR m"
19432,"Hungary","(a) Imports","EUR m"
70079,"Kazakhstan","(a) Imports","EUR m"
74519,"Kosovo","(a) Imports","EUR m"
27697,"Latvia","(a) Imports","EUR m"
25595,"Lithuania","(a) Imports","EUR m"
121506,"Moldova","(a) Imports","EUR m"
70237,"Montenegro","(a) Imports","EUR m"
143489,"North Macedonia","(a) Imports","EUR m"
23493,"Poland","(a) Imports","EUR m"
24429,"Romania","(a) Imports","EUR m"
64676,"Russia","(a) Imports","EUR m"
65799,"Serbia","(a) Imports","EUR m"
27216,"Slovakia","(a) Imports","EUR m"
21505,"Slovenia","(a) Imports","EUR m"
84071,"Turkey","(a) Imports","EUR m"
67067,"Ukraine","(a) Imports","EUR m"
92868,"Belarus","(a) Imports","USD m"
70020,"Kazakhstan","(a) Imports","USD m"
121484,"Moldova","(a) Imports","USD m"
25046,"Russia","(a) Imports","USD m"
26242,"Ukraine","(a) Imports","USD m"
15716,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22601,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16374,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20590,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17294,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19205,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74379,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18526,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23280,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
24207,"Romania","(a) Imports","NCU m (incl. 'euro fixed' series)"
55402,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26981,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64757,"Albania","(a) Imports","EUR m"
92907,"Belarus","(a) Imports","EUR m"
68391,"Bosnia and Herzegovina","(a) Imports","EUR m"
16597,"Bulgaria","(a) Imports","EUR m"
68566,"Croatia","(a) Imports","EUR m"
17519,"Czechia","(a) Imports","EUR m"
18028,"Estonia","(a) Imports","EUR m"
19433,"Hungary","(a) Imports","EUR m"
70080,"Kazakhstan","(a) Imports","EUR m"
74520,"Kosovo","(a) Imports","EUR m"
27698,"Latvia","(a) Imports","EUR m"
25596,"Lithuania","(a) Imports","EUR m"
121507,"Moldova","(a) Imports","EUR m"
70238,"Montenegro","(a) Imports","EUR m"
143490,"North Macedonia","(a) Imports","EUR m"
23494,"Poland","(a) Imports","EUR m"
24430,"Romania","(a) Imports","EUR m"
64677,"Russia","(a) Imports","EUR m"
65800,"Serbia","(a) Imports","EUR m"
27217,"Slovakia","(a) Imports","EUR m"
21506,"Slovenia","(a) Imports","EUR m"
84072,"Turkey","(a) Imports","EUR m"
67068,"Ukraine","(a) Imports","EUR m"
92869,"Belarus","(a) Imports","USD m"
70021,"Kazakhstan","(a) Imports","USD m"
121485,"Moldova","(a) Imports","USD m"
25047,"Russia","(a) Imports","USD m"
26243,"Ukraine","(a) Imports","USD m"
22602,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
20591,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17295,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19206,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74380,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18527,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23281,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
55403,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26982,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
68392,"Bosnia and Herzegovina","(a) Imports","EUR m"
16598,"Bulgaria","(a) Imports","EUR m"
68567,"Croatia","(a) Imports","EUR m"
17520,"Czechia","(a) Imports","EUR m"
18029,"Estonia","(a) Imports","EUR m"
19434,"Hungary","(a) Imports","EUR m"
74521,"Kosovo","(a) Imports","EUR m"
27699,"Latvia","(a) Imports","EUR m"
25597,"Lithuania","(a) Imports","EUR m"
70239,"Montenegro","(a) Imports","EUR m"
23495,"Poland","(a) Imports","EUR m"
24431,"Romania","(a) Imports","EUR m"
65801,"Serbia","(a) Imports","EUR m"
27218,"Slovakia","(a) Imports","EUR m"
21507,"Slovenia","(a) Imports","EUR m"
84073,"Turkey","(a) Imports","EUR m"
15718,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22603,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16375,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20592,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17296,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19207,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74382,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18528,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23282,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
24208,"Romania","(a) Imports","NCU m (incl. 'euro fixed' series)"
55404,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26983,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64759,"Albania","(a) Imports","EUR m"
92908,"Belarus","(a) Imports","EUR m"
68393,"Bosnia and Herzegovina","(a) Imports","EUR m"
