"lid","reporter","indicator","unit"
89113,"Slovenia","(m) General gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
89090,"Turkey","(m) General gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
53458,"Ukraine","(m) General gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
837,"Albania","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
122125,"Belarus","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
81843,"Bosnia and Herzegovina","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
834,"Bulgaria","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
71075,"Kazakhstan","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
122265,"Kosovo","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
140981,"Moldova","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
839,"Montenegro","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
56736,"North Macedonia","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
53429,"Russia","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
53401,"Serbia","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
835,"Slovenia","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
89091,"Turkey","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
836,"Ukraine","(m) General gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
89202,"Albania","(m) General gov. budget - expenditures","in % of GDP"
122127,"Belarus","(m) General gov. budget - expenditures","in % of GDP"
89203,"Bosnia and Herzegovina","(m) General gov. budget - expenditures","in % of GDP"
89204,"Kazakhstan","(m) General gov. budget - expenditures","in % of GDP"
122270,"Kosovo","(m) General gov. budget - expenditures","in % of GDP"
140989,"Moldova","(m) General gov. budget - expenditures","in % of GDP"
89205,"Montenegro","(m) General gov. budget - expenditures","in % of GDP"
89206,"North Macedonia","(m) General gov. budget - expenditures","in % of GDP"
89208,"Russia","(m) General gov. budget - expenditures","in % of GDP"
89207,"Serbia","(m) General gov. budget - expenditures","in % of GDP"
89209,"Turkey","(m) General gov. budget - expenditures","in % of GDP"
89210,"Ukraine","(m) General gov. budget - expenditures","in % of GDP"
89211,"Albania","(m) General gov. budget - expenditures","in % of GDP, cumulated"
122126,"Belarus","(m) General gov. budget - expenditures","in % of GDP, cumulated"
89212,"Bosnia and Herzegovina","(m) General gov. budget - expenditures","in % of GDP, cumulated"
89213,"Kazakhstan","(m) General gov. budget - expenditures","in % of GDP, cumulated"
122271,"Kosovo","(m) General gov. budget - expenditures","in % of GDP, cumulated"
140988,"Moldova","(m) General gov. budget - expenditures","in % of GDP, cumulated"
89214,"Montenegro","(m) General gov. budget - expenditures","in % of GDP, cumulated"
89215,"North Macedonia","(m) General gov. budget - expenditures","in % of GDP, cumulated"
89217,"Russia","(m) General gov. budget - expenditures","in % of GDP, cumulated"
89216,"Serbia","(m) General gov. budget - expenditures","in % of GDP, cumulated"
89218,"Turkey","(m) General gov. budget - expenditures","in % of GDP, cumulated"
89219,"Ukraine","(m) General gov. budget - expenditures","in % of GDP, cumulated"
53450,"Albania","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
122129,"Belarus","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
81847,"Bosnia and Herzegovina","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
89096,"Bulgaria","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
88765,"Kazakhstan","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
122266,"Kosovo","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
140985,"Moldova","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
53385,"Montenegro","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
854,"North Macedonia","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
53440,"Russia","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
53402,"Serbia","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
89114,"Slovenia","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
89092,"Turkey","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
53460,"Ukraine","(m) General gov. budget - balance","NCU m (incl. 'euro fixed' series)"
853,"Albania","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
122128,"Belarus","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
81849,"Bosnia and Herzegovina","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
850,"Bulgaria","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
71076,"Kazakhstan","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
122267,"Kosovo","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
140982,"Moldova","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
855,"Montenegro","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
56737,"North Macedonia","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
53430,"Russia","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
53403,"Serbia","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
851,"Slovenia","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
89093,"Turkey","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
852,"Ukraine","(m) General gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
89220,"Albania","(m) General gov. budget - balance","in % of GDP"
122131,"Belarus","(m) General gov. budget - balance","in % of GDP"
89221,"Bosnia and Herzegovina","(m) General gov. budget - balance","in % of GDP"
89222,"Kazakhstan","(m) General gov. budget - balance","in % of GDP"
122272,"Kosovo","(m) General gov. budget - balance","in % of GDP"
140991,"Moldova","(m) General gov. budget - balance","in % of GDP"
89223,"Montenegro","(m) General gov. budget - balance","in % of GDP"
89224,"North Macedonia","(m) General gov. budget - balance","in % of GDP"
89226,"Russia","(m) General gov. budget - balance","in % of GDP"
89225,"Serbia","(m) General gov. budget - balance","in % of GDP"
89227,"Turkey","(m) General gov. budget - balance","in % of GDP"
89228,"Ukraine","(m) General gov. budget - balance","in % of GDP"
89229,"Albania","(m) General gov. budget - balance","in % of GDP, cumulated"
122130,"Belarus","(m) General gov. budget - balance","in % of GDP, cumulated"
89230,"Bosnia and Herzegovina","(m) General gov. budget - balance","in % of GDP, cumulated"
89231,"Kazakhstan","(m) General gov. budget - balance","in % of GDP, cumulated"
122273,"Kosovo","(m) General gov. budget - balance","in % of GDP, cumulated"
140990,"Moldova","(m) General gov. budget - balance","in % of GDP, cumulated"
89232,"Montenegro","(m) General gov. budget - balance","in % of GDP, cumulated"
89233,"North Macedonia","(m) General gov. budget - balance","in % of GDP, cumulated"
89235,"Russia","(m) General gov. budget - balance","in % of GDP, cumulated"
89234,"Serbia","(m) General gov. budget - balance","in % of GDP, cumulated"
89236,"Turkey","(m) General gov. budget - balance","in % of GDP, cumulated"
89237,"Ukraine","(m) General gov. budget - balance","in % of GDP, cumulated"
122133,"Belarus","(m) Central gov. budget - revenues","NCU m (incl. 'euro fixed' series)"
89097,"Bulgaria","(m) Central gov. budget - revenues","NCU m (incl. 'euro fixed' series)"
53446,"Croatia","(m) Central gov. budget - revenues","NCU m (incl. 'euro fixed' series)"
89100,"Czechia","(m) Central gov. budget - revenues","NCU m (incl. 'euro fixed' series)"
89103,"Hungary","(m) Central gov. budget - revenues","NCU m (incl. 'euro fixed' series)"
88766,"Kazakhstan","(m) Central gov. budget - revenues","NCU m (incl. 'euro fixed' series)"
89106,"Poland","(m) Central gov. budget - revenues","NCU m (incl. 'euro fixed' series)"
89109,"Romania","(m) Central gov. budget - revenues","NCU m (incl. 'euro fixed' series)"
53435,"Russia","(m) Central gov. budget - revenues","NCU m (incl. 'euro fixed' series)"
817,"Serbia","(m) Central gov. budget - revenues","NCU m (incl. 'euro fixed' series)"
89115,"Slovakia","(m) Central gov. budget - revenues","NCU m (incl. 'euro fixed' series)"
89082,"Turkey","(m) Central gov. budget - revenues","NCU m (incl. 'euro fixed' series)"
53461,"Ukraine","(m) Central gov. budget - revenues","NCU m (incl. 'euro fixed' series)"
122132,"Belarus","(m) Central gov. budget - revenues","NCU m, cumulated (incl. 'euro fixed' series)"
808,"Bulgaria","(m) Central gov. budget - revenues","NCU m, cumulated (incl. 'euro fixed' series)"
809,"Croatia","(m) Central gov. budget - revenues","NCU m, cumulated (incl. 'euro fixed' series)"
810,"Czechia","(m) Central gov. budget - revenues","NCU m, cumulated (incl. 'euro fixed' series)"
811,"Hungary","(m) Central gov. budget - revenues","NCU m, cumulated (incl. 'euro fixed' series)"
71077,"Kazakhstan","(m) Central gov. budget - revenues","NCU m, cumulated (incl. 'euro fixed' series)"
812,"Poland","(m) Central gov. budget - revenues","NCU m, cumulated (incl. 'euro fixed' series)"
813,"Romania","(m) Central gov. budget - revenues","NCU m, cumulated (incl. 'euro fixed' series)"
814,"Russia","(m) Central gov. budget - revenues","NCU m, cumulated (incl. 'euro fixed' series)"
53350,"Serbia","(m) Central gov. budget - revenues","NCU m, cumulated (incl. 'euro fixed' series)"
815,"Slovakia","(m) Central gov. budget - revenues","NCU m, cumulated (incl. 'euro fixed' series)"
89083,"Turkey","(m) Central gov. budget - revenues","NCU m, cumulated (incl. 'euro fixed' series)"
816,"Ukraine","(m) Central gov. budget - revenues","NCU m, cumulated (incl. 'euro fixed' series)"
122135,"Belarus","(m) Central gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
89098,"Bulgaria","(m) Central gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
53448,"Croatia","(m) Central gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
89101,"Czechia","(m) Central gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
89104,"Hungary","(m) Central gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
88767,"Kazakhstan","(m) Central gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
89107,"Poland","(m) Central gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
89110,"Romania","(m) Central gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
53436,"Russia","(m) Central gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
833,"Serbia","(m) Central gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
89116,"Slovakia","(m) Central gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
89084,"Turkey","(m) Central gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
53462,"Ukraine","(m) Central gov. budget - expenditures","NCU m (incl. 'euro fixed' series)"
122134,"Belarus","(m) Central gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
824,"Bulgaria","(m) Central gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
825,"Croatia","(m) Central gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
826,"Czechia","(m) Central gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
827,"Hungary","(m) Central gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
71078,"Kazakhstan","(m) Central gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
828,"Poland","(m) Central gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
829,"Romania","(m) Central gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
830,"Russia","(m) Central gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
53351,"Serbia","(m) Central gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
831,"Slovakia","(m) Central gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
89085,"Turkey","(m) Central gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
832,"Ukraine","(m) Central gov. budget - expenditures","NCU m, cumulated (incl. 'euro fixed' series)"
122137,"Belarus","(m) Central gov. budget - balance","NCU m (incl. 'euro fixed' series)"
89099,"Bulgaria","(m) Central gov. budget - balance","NCU m (incl. 'euro fixed' series)"
53451,"Croatia","(m) Central gov. budget - balance","NCU m (incl. 'euro fixed' series)"
89102,"Czechia","(m) Central gov. budget - balance","NCU m (incl. 'euro fixed' series)"
89105,"Hungary","(m) Central gov. budget - balance","NCU m (incl. 'euro fixed' series)"
88768,"Kazakhstan","(m) Central gov. budget - balance","NCU m (incl. 'euro fixed' series)"
89108,"Poland","(m) Central gov. budget - balance","NCU m (incl. 'euro fixed' series)"
89111,"Romania","(m) Central gov. budget - balance","NCU m (incl. 'euro fixed' series)"
53437,"Russia","(m) Central gov. budget - balance","NCU m (incl. 'euro fixed' series)"
849,"Serbia","(m) Central gov. budget - balance","NCU m (incl. 'euro fixed' series)"
89117,"Slovakia","(m) Central gov. budget - balance","NCU m (incl. 'euro fixed' series)"
89086,"Turkey","(m) Central gov. budget - balance","NCU m (incl. 'euro fixed' series)"
53463,"Ukraine","(m) Central gov. budget - balance","NCU m (incl. 'euro fixed' series)"
122136,"Belarus","(m) Central gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
840,"Bulgaria","(m) Central gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
841,"Croatia","(m) Central gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
842,"Czechia","(m) Central gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
843,"Hungary","(m) Central gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
71079,"Kazakhstan","(m) Central gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
844,"Poland","(m) Central gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
845,"Romania","(m) Central gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
846,"Russia","(m) Central gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
53352,"Serbia","(m) Central gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
847,"Slovakia","(m) Central gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
89087,"Turkey","(m) Central gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
848,"Ukraine","(m) Central gov. budget - balance","NCU m, cumulated (incl. 'euro fixed' series)"
664,"Albania","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
122138,"Belarus","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
665,"Bosnia and Herzegovina","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
654,"Bulgaria","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
655,"Croatia","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
656,"Czechia","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
32442,"Estonia","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
657,"Hungary","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
69319,"Kazakhstan","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
32443,"Latvia","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
32444,"Lithuania","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
140966,"Moldova","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
666,"North Macedonia","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
658,"Poland","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
659,"Romania","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
660,"Russia","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
667,"Serbia","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
661,"Slovakia","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
662,"Slovenia","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
82807,"Turkey","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
663,"Ukraine","(m) Currency in circulation / Currency outside banks","NCU m, end of period (incl. 'euro fixed' series)"
678,"Albania","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
122139,"Belarus","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
679,"Bosnia and Herzegovina","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
668,"Bulgaria","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
669,"Croatia","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
670,"Czechia","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
32535,"Estonia","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
671,"Hungary","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
69320,"Kazakhstan","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
32536,"Latvia","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
32537,"Lithuania","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
140974,"Moldova","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
680,"North Macedonia","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
672,"Poland","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
673,"Romania","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
674,"Russia","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
681,"Serbia","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
675,"Slovakia","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
676,"Slovenia","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
82808,"Turkey","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
677,"Ukraine","(m) Currency in circulation / Currency outside banks","index nominal, corresponding period of previous year = 100"
133242,"Albania","(m) Currency in circulation / Currency outside banks","in % of GDP"
133245,"Belarus","(m) Currency in circulation / Currency outside banks","in % of GDP"
133243,"Bosnia and Herzegovina","(m) Currency in circulation / Currency outside banks","in % of GDP"
133244,"Bulgaria","(m) Currency in circulation / Currency outside banks","in % of GDP"
133248,"Croatia","(m) Currency in circulation / Currency outside banks","in % of GDP"
133246,"Czechia","(m) Currency in circulation / Currency outside banks","in % of GDP"
133247,"Estonia","(m) Currency in circulation / Currency outside banks","in % of GDP"
133249,"Hungary","(m) Currency in circulation / Currency outside banks","in % of GDP"
133250,"Kazakhstan","(m) Currency in circulation / Currency outside banks","in % of GDP"
133252,"Latvia","(m) Currency in circulation / Currency outside banks","in % of GDP"
133251,"Lithuania","(m) Currency in circulation / Currency outside banks","in % of GDP"
140970,"Moldova","(m) Currency in circulation / Currency outside banks","in % of GDP"
133253,"North Macedonia","(m) Currency in circulation / Currency outside banks","in % of GDP"
133254,"Poland","(m) Currency in circulation / Currency outside banks","in % of GDP"
133255,"Romania","(m) Currency in circulation / Currency outside banks","in % of GDP"
133257,"Russia","(m) Currency in circulation / Currency outside banks","in % of GDP"
133256,"Serbia","(m) Currency in circulation / Currency outside banks","in % of GDP"
133259,"Slovakia","(m) Currency in circulation / Currency outside banks","in % of GDP"
133258,"Slovenia","(m) Currency in circulation / Currency outside banks","in % of GDP"
133260,"Turkey","(m) Currency in circulation / Currency outside banks","in % of GDP"
133261,"Ukraine","(m) Currency in circulation / Currency outside banks","in % of GDP"
692,"Albania","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
122141,"Belarus","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
693,"Bosnia and Herzegovina","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
682,"Bulgaria","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
683,"Croatia","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
684,"Czechia","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
32445,"Estonia","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
685,"Hungary","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
69321,"Kazakhstan","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
123215,"Kosovo","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
32446,"Latvia","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
32447,"Lithuania","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
140965,"Moldova","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
695,"Montenegro","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
694,"North Macedonia","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
686,"Poland","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
687,"Romania","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
688,"Russia","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
696,"Serbia","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
689,"Slovakia","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
690,"Slovenia","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
82805,"Turkey","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
691,"Ukraine","(m) M1 - Narrow money / Money","NCU m, end of period (incl. 'euro fixed' series)"
707,"Albania","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
122142,"Belarus","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
708,"Bosnia and Herzegovina","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
697,"Bulgaria","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
698,"Croatia","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
699,"Czechia","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
32538,"Estonia","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
700,"Hungary","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
69322,"Kazakhstan","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
123216,"Kosovo","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
32448,"Latvia","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
32539,"Lithuania","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
140973,"Moldova","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
710,"Montenegro","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
709,"North Macedonia","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
701,"Poland","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
702,"Romania","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
703,"Russia","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
711,"Serbia","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
704,"Slovakia","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
705,"Slovenia","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
82806,"Turkey","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
706,"Ukraine","(m) M1 - Narrow money / Money","index nominal, corresponding period of previous year = 100"
133262,"Albania","(m) M1 - Narrow money / Money","in % of GDP"
133265,"Belarus","(m) M1 - Narrow money / Money","in % of GDP"
133263,"Bosnia and Herzegovina","(m) M1 - Narrow money / Money","in % of GDP"
133264,"Bulgaria","(m) M1 - Narrow money / Money","in % of GDP"
133268,"Croatia","(m) M1 - Narrow money / Money","in % of GDP"
133266,"Czechia","(m) M1 - Narrow money / Money","in % of GDP"
133267,"Estonia","(m) M1 - Narrow money / Money","in % of GDP"
133269,"Hungary","(m) M1 - Narrow money / Money","in % of GDP"
133270,"Kazakhstan","(m) M1 - Narrow money / Money","in % of GDP"
133283,"Kosovo","(m) M1 - Narrow money / Money","in % of GDP"
133272,"Latvia","(m) M1 - Narrow money / Money","in % of GDP"
133271,"Lithuania","(m) M1 - Narrow money / Money","in % of GDP"
140969,"Moldova","(m) M1 - Narrow money / Money","in % of GDP"
133273,"Montenegro","(m) M1 - Narrow money / Money","in % of GDP"
133274,"North Macedonia","(m) M1 - Narrow money / Money","in % of GDP"
133275,"Poland","(m) M1 - Narrow money / Money","in % of GDP"
133276,"Romania","(m) M1 - Narrow money / Money","in % of GDP"
133278,"Russia","(m) M1 - Narrow money / Money","in % of GDP"
133277,"Serbia","(m) M1 - Narrow money / Money","in % of GDP"
133280,"Slovakia","(m) M1 - Narrow money / Money","in % of GDP"
133279,"Slovenia","(m) M1 - Narrow money / Money","in % of GDP"
133281,"Turkey","(m) M1 - Narrow money / Money","in % of GDP"
133282,"Ukraine","(m) M1 - Narrow money / Money","in % of GDP"
721,"Albania","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
122144,"Belarus","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
722,"Bosnia and Herzegovina","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
712,"Bulgaria","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
71102,"Croatia","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
713,"Czechia","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
32449,"Estonia","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
714,"Hungary","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
69323,"Kazakhstan","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
32450,"Latvia","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
32451,"Lithuania","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
140967,"Moldova","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
724,"Montenegro","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
723,"North Macedonia","(m) M2 - Intermediate money / Money and quasi money","NCU m, end of period (incl. 'euro fixed' series)"
